0610040J01Rik
Aspa
Aspm
Aspn
Astn2
Asxl3
Atad2
Atf5
Atf7ip2
Atp10a
Atp10b
Atp10d
Atp11c
Atp13a4
Atp13a5
Atp1a1
Atp1a2
Atp1a3
Atp1b1
Atp2a3
Atp2b1
Atp2b2
Atp2b4
Atp2c2
Atp6ap1l
Atp6v0c
Atp6v1c2
Atp7a
Atp8a1
Atp8b1
Atp8b3
Atp8b5
Atrnl1
Auts2
Avil
Avp
Avpi1
Avpr1a
Axdnd1
B130024G19Rik
B230110G15Rik
B230206L02Rik
B230216N24Rik
B230303A05Rik
B230312C02Rik
B230323A14Rik
B3galt1
B3galt2
B3gat2
B3glct
B3gnt5
B430319G15Rik
B4galt1
B930025P03Rik
B930036N10Rik
BC006965
BC028528
BC030500
BC034090
BC035947
BC039966
BC051019
Bace2
Bach2
Bag3
Baiap2
Baiap2l1
Bambi
Bank1
Bard1
Barhl2
Barx2
Baz1a
Bbln
Bbox1
Bbx
Bcam
Bcan
Bcar3
Bcas1
Bche
Bcl11a
Bcl11b
Bcl2
Bcl2l11
Bcl6
Bdkrb2
Bend7
Bex3
Bfsp2
Bgn
Bhlhe22
Bicc1
Bin2
Birc3
Blm
Blnk
Bmp2
Bmp3
Bmp4
Bmp5
Bmp6
Bmp7
Bmper
Bmpr1b
Bmx
Bnc2
Bnip5
Boc
Bpifb1
Brca1
Brinp1
Brinp2
Brinp3
Brip1
Brs3
Bsg
Bsx
Btbd16
Btbd3
Btc
Btg1
Btg3
Btk
Btla
Bub1b
Bves
Bvht
C030005K06Rik
C030015E24Rik
C030017B01Rik
C030029H02Rik
C030034L19Rik
C030047K22Rik
C130013H08Rik
C130021I20Rik
C130071C03Rik
C130073E24Rik
C130074G19Rik
C130075A20Rik
C130089K02Rik
C130093G08Rik
C1qb
C1qc
C1ql1
C1ql2
C1ql3
C1ql4
C1qtnf7
C230014O12Rik
C230034O21Rik
C230057M02Rik
C230072F16Rik
C230085N15Rik
C230086J09Rik
C2cd4b
C3
C3ar1
C430049B03Rik
C4b
C530044C16Rik
C5ar1
C630043F03Rik
C730034F03Rik
C77080
C78859
Cabcoco1
Cabp1
Cabp7
Cachd1
Cacna1e
Cacna2d1
Cacna2d2
Cacna2d3
Cacnb4
Cacng3
Cacng4
Cacng5
Cadm1
Cadm2
Cadps
Cadps2
Calb1
Calca
Calcr
Calcrl
Cald1
Calhm5
Calml4
Caln1
Camk1d
Camk2d
Camk4
Camkv
Caprin2
Capsl
Car12
Car14
Car2
Car3
Car4
Car5a
Car5b
Car8
Card10
Carhsp1
Carmn
Cartpt
Casp1
Casq2
Casr
Cast
Casz1
Catip
Catsper3
Catsperg2
Cav1
Cav2
Cavin1
Cavin2
Cbfa2t3
Cbln1
Cbln2
Cbln4
Cbr3
Cbs
Ccbe1
Ccdc121rt1
Ccdc122
Ccdc141
Ccdc146
Ccdc153
Ccdc158
Ccdc162
Ccdc163
Ccdc170
Ccdc171
Ccdc18
Ccdc180
Ccdc187
Ccdc192
Ccdc3
Ccdc33
Ccdc42
Ccdc60
Ccdc80
Ccdc81
Ccdc85a
Ccdc88b
Ccdc88c
Ccdc96
Ccer2
Cchcr1
Cck
Cckar
Cckbr
Ccl4
Ccn1
Ccn2
Ccn3
Ccn4
Ccnb1
Ccnd1
Ccnd2
Ccnjl
Ccp110
Ccr5
Cd109
Cd14
Cd164l2
Cd1d1
Cd248
Cd24a
Cd274
Cd300c2
Cd302
Cd33
Cd34
Cd36
Cd37
Cd38
Cd40
Cd44
Cd52
Cd53
Cd55
Cd59a
Cd63
Cd68
Cd74
Cd82
Cd84
Cd86
Cd9
Cd93
Cda
Cdc14a
Cdca2
Cdca7
Cdca7l
Cdca8
Cdcp1
Cdh10
Cdh11
Cdh12
Cdh13
Cdh18
Cdh19
Cdh20
Cdh22
Cdh23
Cdh24
Cdh4
Cdh5
Cdh6
Cdh7
Cdh8
Cdh9
Cdhr1
Cdhr3
Cdhr4
Cdk14
Cdk19
Cdk6
Cdkl4
Cdkl5
Cdkn1a
Cdkn1c
Cdkn2c
Cdr2
Cds1
Cdyl
Cecr2
Cela1
Celf2
Celf6
Celsr1
Cemip
Cemip2
Cenpa
Cenpe
Cenpf
Cenph
Cenpi
Cenpj
Cenpk
Cenpp
Cenpq
Cep112
Cep128
Cerkl
Cerox1
Cers6
Ces1d
Ces5a
Cfap100
Cfap126
Cfap161
Cfap206
Cfap20dc
Cfap299
Cfap43
Cfap44
Cfap45
Cfap47
Cfap52
Cfap53
Cfap54
Cfap61
Cfap65
Cfap70
Cfap90
Cfap91
Cfap95
Cfap97d2
Cfh
Cflar
Cftr
Cgas
Cgnl1
Chaf1b
Chat
Chchd2
Chd7
Chek2
Chga
Chgb
Chil1
Chl1
Chml
Chn2
Chodl
Chrdl1
Chrm1
Chrm2
Chrm3
Chrm5
Chrna3
Chrna4
Chrna6
Chrna7
Chrnb3
Chrnb4
Chst11
Chst15
Chst2
Chst3
Chst8
Chst9
Chsy3
Ciart
Cibar2
Cidea
Cip2a
Ckap2
Ckap2l
Ckmt2
Cks1b
Clca3a1
Clcn5
Cldn1
Cldn10
Cldn11
Cldn14
Cldn5
Clec14a
Clec18a
Clec1a
Clec2d
Clec3b
Clec4a2
Clgn
Clic1
Clic4
Clic5
Clic6
Clmn
Clmp
Clrn1
Clspn
Clstn2
Clu
Clybl
Cmbl
Cmklr2
Cmtm5
Cmtm7
Cmtm8
Cmya5
Cndp1
Cnga3
Cngb1
Cngb3
Cnih3
Cnksr2
Cnksr3
Cnmd
Cnn2
Cnn3
Cnp
Cnr1
Cntn1
Cntn3
Cntn4
Cntn5
Cntn6
Cntnap2
Cntnap3
Cntnap4
Cntnap5a
Cntnap5b
Cntnap5c
Cobll1
Coch
Col11a1
Col11a2
Col12a1
Col13a1
Col14a1
Col15a1
Col16a1
Col18a1
Col19a1
Col1a1
Col1a2
Col22a1
Col23a1
Col24a1
Col25a1
Col26a1
Col27a1
Col2a1
Col3a1
Col4a1
Col4a3
Col4a4
Col4a5
Col4a6
Col5a1
Col5a2
Col5a3
Col6a1
Col6a2
Col6a3
Col6a4
Col6a5
Col6a6
Col8a1
Col8a2
Col9a1
Col9a3
Colec12
Colgalt2
Copz2
Corin
Coro6
Cp
Cpa2
Cpa4
Cpa6
Cped1
Cplx3
Cpm
Cpn1
Cpne4
Cpne5
Cpne7
Cpne8
Cpne9
Cpox
Cpq
Cpt1a
Cpxm2
Cr2
Crabp1
Cracdl
Cracr2a
Crb1
Crb2
Creb3l1
Creb3l2
Creb3l3
Creb5
Crh
Crhbp
Crhr1
Crhr2
Crim1
Crip1
Crispld1
Crispld2
Crlf1
Crnde
Crtac1
Cryab
Crybb1
Crybb3
Crym
Cryzl2
Csf1r
Csf2rb
Csf3r
Csgalnact1
Csmd2
Csmd3
Cspg4
Csrp1
Csrp2
Cst3
Csta2
Ct55
Cthrc1
Ctla2a
Ctnna2
Ctnna3
Ctnnd2
Ctsc
Ctsd
Ctsh
Ctsk
Ctss
Ctsz
Ctxn3
Ctxnd1
Cubn
Cux2
Cwh43
Cx3cr1
Cxcl12
Cxcl14
Cxcl16
Cxxc5
Cyb5r2
Cyba
Cybb
Cybrd1
Cyp11a1
Cyp19a1
Cyp1b1
Cyp26b1
Cyp27a1
Cyp2d22
Cyp2j12
Cyp2j6
Cyp2j9
Cyp2s1
Cyp39a1
Cyp4f13
Cyp4f17
Cyp4v3
Cyp7b1
Cysltr1
Cyth4
Cyyr1
D030055H07Rik
D030068K23Rik
D130004A15Rik
D130058E05Rik
D16Ertd472e
D17H6S56E-5
D430036J16Rik
D430041D05Rik
D5Ertd615e
D630024D03Rik
D7Ertd443e
D830026I12Rik
D930020B18Rik
D930028M14Rik
Daam2
Dab1
Dab2
Dach1
Dach2
Dact1
Dap
Dapl1
Dapp1
Daw1
Dbi
Dbp
Dbx2
Dcaf17
Dcbld1
Dcc
Dcdc2a
Dcdc5
Dchs2
Dclk1
Dclk3
Dcn
Dct
Ddah2
Ddc
Ddit4l
Ddn
Ddo
Ddr1
Ddr2
Ddx4
Ddx60
Decr1
Defb1
Dennd1c
Dennd2b
Dennd2c
Depp1
Deptor
Dera
Desi1
Deup1
Dgkb
Dgkg
Dgkh
Dgki
Dgkk
Dhcr24
Dhdh
Dhfr
Dhrs3
Diaph2
Diaph3
Dio2
Dipk1c
Dipk2a
Diras1
Diras2
Disc1
Disp3
Dkk2
Dkk3
Dkkl1
Dlc1
Dleu2
Dlgap1
Dlgap2
Dlk1
Dll3
Dlx1
Dlx1as
Dlx2
Dlx5
Dlx6
Dlx6os1
Dmc1
Dmd
Dmkn
Dmrta2
Dmrtb1
Dnaaf11
Dnaaf3
Dnah10
Dnah11
Dnah12
Dnah14
Dnah3
Dnah5
Dnah6
Dnah7b
Dnah7c
Dnah8
Dnah9
Dnai1
Dnai2
Dnai3
Dnali1
Dner
Dnm3
Dnmt3b
Doc2b
Dock1
Dock10
Dock11
Dock2
Dock4
Dock5
Dok5
Dok6
Dpf3
Dpp10
Dpp4
Dpp6
Dpy19l1
Dpy19l2
Dpyd
Dpys
Dqx1
Draxin
Drc7
Drd1
Drd2
Drd5
Dsc2
Dsc3
Dscaml1
Dsg2
Dtl
Dtx3l
Dubr
Dusp10
Dusp14
Dusp16
Dusp4
Dync1i1
Dynlrb2
Dynlt4
Dynlt5
Dysf
E030026E10Rik
E130006D01Rik
E130008D07Rik
E130114P18Rik
E230020A03Rik
E230020D15Rik
E2f1
E2f7
E330011O21Rik
E330017L17Rik
E330020D12Rik
E430014B02Rik
ENSMUSG00000121411
ENSMUSG00000121444
ENSMUSG00000121456
Ebf1
Ebf2
Ebf3
Ecel1
Echdc2
Ecm2
Ecrg4
Ecscr
Eda
Edar
Edaradd
Edil3
Edn1
Edn3
Ednra
Ednrb
Eeig2
Eepd1
Efcab11
Efcab5
Efcab6
Efemp1
Efhb
Efhc1
Efhc2
Efhd1
Efna5
Efnb2
Efr3b
Egf
Egfem1
Egfl6
Egfl7
Egflam
Egfr
Egln3
Eif4ebp1
Elavl2
Elf1
Elf4
Elfn1
Elk3
Ell2
Elmo1
Eln
Elovl2
Elovl5
Elovl7
Emcn
Emid1
Emilin1
Emp1
Emp2
Emp3
Emx2
Emx2os
En1
Eng
Enkur
Enox1
Enox2
Enpep
Enpp1
Enpp2
Enpp6
Entpd1
Entrep2
Epas1
Epb41l2
Epb41l4a
Epcam
Epha10
Epha3
Epha4
Epha5
Epha6
Epha7
Epha8
Ephb1
Epor
Eps8
Eps8l2
Epsti1
Erbb3
Erbb4
Erc2
Erg
Erich2
Ermn
Ern1
Esam
Esco2
Esm1
Espn
Esr1
Esr2
Esrrb
Esrrg
Esyt3
Etl4
Etnk2
Etnppl
Ets1
Ets2
Etv1
Etv4
Etv5
Etv6
Eva1a
Eva1b
Eva1c
Evc2
Evi2a
Exd1
Exph5
Ext1
Eya1
Eya2
Eya4
Ezr
F11r
F13a1
F2r
F2rl2
F5
F730043M19Rik
F8
Fa2h
Fabp7
Fads2b
Fam107a
Fam107b
Fam110d
Fam111a
Fam114a1
Fam117a
Fam122b
Fam124a
Fam135b
Fam13a
Fam163a
Fam166c
Fam181a
Fam181b
Fam183b
Fam184b
Fam20a
Fam210b
Fam216b
Fam229a
Fam241a
Fam43a
Fam47e
Fam83a
Fam83d
Fam90a1b-1
Fancd2
Fank1
Far2os1
Fas
Fat1
Fat3
Fat4
Fblim1
Fbln1
Fbln2
Fbln5
Fbln7
Fbn2
Fbxl21
Fbxl7
Fbxo17
Fbxo32
Fbxo47
Fbxw10
Fcer1g
Fcgr1
Fcgr2b
Fcgr3
Fcgrt
Fcrls
Fermt3
Fezf1
Fezf2
Fgd2
Fgd3
Fgd5
Fgd6
Fgf1
Fgf10
Fgf11
Fgf12
Fgf13
Fgf18
Fgf2
Fgf5
Fgf7
Fgf9
Fgfr1
Fgfr2
Fgfr3
Fgl2
Fhad1
Fhit
Fhl2
Fhod3
Fibcd1
Fibin
Fign
Filip1
Filip1l
Fjx1
Fkbp11
Fkbp5
Fkbp9
Fli1
Flrt2
Flrt3
Flt1
Flt3
Flt4
Flvcr2
Fmn1
Fmnl3
Fmo1
Fmo2
Fmo5
Fmod
Fn1
Fndc1
Fndc3b
Fndc5
Fndc9
Folh1
Foxb1
Foxc1
Foxd1
Foxd2
Foxd2os
Foxf2
Foxg1
Foxj1
Foxo1
Foxp1
Foxp2
Foxq1
Fras1
Frat2
Frem1
Frem2
Frem3
Frmd4a
Frmd4b
Frmd5
Frmd6
Frmpd1
Frmpd2
Frmpd3
Frmpd4
Frrs1
Frzb
Fsip1
Fst
Fstl1
Fstl4
Fstl5
Ftcd
Fut10
Fut2
Fut9
Fxyd1
Fxyd5
Fxyd6
Fxyd7
Fyb
Fyb2
Fyn
Fzd1
Fzd4
Fzd5
Fzd6
Fzd7
Fzd8
G630016G05Rik
G630018N14Rik
Gab1
Gab2
Gabra1
Gabra2
Gabra4
Gabra5
Gabrb1
Gabrb2
Gabrd
Gabre
Gabrg1
Gabrg2
Gabrg3
Gabrq
Gad1
Gad1os
Gad2
Gadd45a
Gal
Gal3st1
Galm
Galnt10
Galnt13
Galnt14
Galnt15
Galnt17
Galnt18
Galnt3
Galnt6
Galnt7
Galntl6
Galr1
Gamt
Gapdh
Garin2
Gas1
Gas2l3
Gas5
Gask1b
Gast
Gata2
Gatm
Gbe1
Gbp3
Gbx1
Gch1
Gchfr
Gck
Gcnt1
Gcnt2
Gdf10
Gdnf
Gdpd2
Gen1
Gfap
Gfod1
Gfra1
Gfra2
Gfral
Ggt5
Ggta1
Ghr
Ghrh
Ghsr
Gimap1
Gimap6
Gja1
Gja4
Gjb1
Gjb6
Gjc1
Gjc2
Gjc3
Gk5
Gkn3
Gldc
Gldn
Gli3
Glipr1
Glipr2
Glis1
Glis3
Glp1r
Glra1
Glra2
Glra3
Glrx
Glt8d2
Gltp
Glul
Gm10046-1
Gm10048
Gm10115
Gm10134
Gm10248
Gm10421
Gm10432
Gm10457
Gm10505
Gm10605
Gm10710
Gm10714
Gm10754
Gm10827
Gm10863
Gm11266
Gm11346
Gm11454
Gm11496
Gm11713
Gm11732
Gm11837
Gm12108
Gm12128
Gm12144
Gm12146
Gm12216
Gm12296
Gm12326
Gm12371
Gm12408
Gm12576
Gm12781
Gm13205
Gm13264
Gm13268
Gm13404
Gm13446
Gm13481
Gm13483
Gm13530
Gm13589
Gm13629
Gm13663
Gm13861
Gm13889
Gm13936
Gm13986
Gm14051
Gm14204
Gm14342
Gm14636
Gm14862
Gm14964
Gm15155
Gm15261
Gm15270
Gm15398
Gm15417
Gm15418
Gm15477
Gm15503
Gm15663
Gm15666
Gm15680
Gm15688
Gm15767
Gm15867
Gm15877
Gm15879
Gm15902
Gm15991
Gm15997
Gm1604a
Gm16062
Gm16070
Gm16083
Gm16168
Gm16196
Gm16201
Gm16222
Gm16233
Gm16287
Gm16485
Gm16551
Gm16630
Gm16741
Gm16754
Gm16759
Gm17229
Gm17251
Gm17322
Gm17396
Gm17455
Gm17473
Gm17634
Gm17655
Gm17657
Gm17660
Gm17750
Gm17753
Gm17922
Gm18913
Gm19276
Gm19410
Gm19439
Gm19500
Gm19585
Gm19619
Gm19705
Gm19744
Gm19935
Gm20033
Gm20063
Gm20319
Gm20371
Gm20515
Gm20559
Gm20646
Gm20711
Gm20751
Gm20754
Gm20757
Gm20768
Gm21984
Gm2379
Gm2464
Gm2629
Gm26512
Gm26532
Gm26569
Gm26604
Gm26633
Gm26641
Gm26652
Gm26691
Gm26737
Gm26740
Gm26760
Gm26771
Gm26787
Gm26793
Gm26797
Gm26834
Gm26839
Gm26871
Gm26885
Gm26902
Gm26911
Gm2694
Gm26994
Gm27040
Gm27151
Gm27198
Gm27199
Gm2721
Gm27239
Gm2762
Gm28050
Gm28055
Gm28153
Gm28154
Gm28172
Gm28175
Gm2824
Gm28322
Gm28526
Gm28578
Gm28729
Gm28884
Gm28905
Gm29088
Gm29266
Gm29374
Gm29460
Gm29478
Gm29502
Gm29514
Gm29521
Gm29674
Gm29683
Gm29773
Gm29865
Gm2990
Gm30003
Gm30085
Gm30363
Gm30371
Gm30373
Gm30382
Gm30439
Gm30504
Gm30551
Gm30648
Gm30866
Gm30938
Gm31087
Gm3134
Gm31518
Gm31614
Gm3164
Gm31816
Gm31938
Gm32014
Gm32036
Gm32085
Gm32122
Gm32442
Gm32585
Gm32611
Gm32633
Gm32647
Gm32702
Gm32815
Gm32885
Gm32913
Gm3294
Gm32960
Gm33302
Gm33508
Gm33576
Gm33680
Gm33727
Gm34006
Gm34354
Gm34455
Gm34978
Gm35021
Gm3510
Gm35161
Gm35438-1
Gm35554
Gm35721
Gm35725
Gm35755
Gm35835
Gm35842
Gm35850
Gm3587
Gm36037
Gm36041
Gm36266
Gm36529
Gm36908
Gm36949
Gm36951
Gm36988
Gm37035
Gm37045
Gm37061
Gm37064
Gm37113
Gm37170
Gm37176
Gm37194
Gm37234
Gm37248
Gm37266
Gm37460
Gm37465
Gm37479
Gm37593
Gm37626
Gm3764
Gm37675
Gm37711
Gm37717
Gm37720
Gm37735
Gm37760
Gm37769
Gm37811
Gm37834
Gm3787
Gm37877
Gm37897
Gm37928
Gm37965
Gm37984
Gm37999
Gm38031
Gm38069
Gm38073
Gm38101
Gm38155
Gm38248
Gm38285
Gm38340
Gm38352
Gm38413
Gm38575
Gm38875
Gm39185
Gm39244
Gm39653
Gm40477
Gm40518
Gm40663
Gm40787
Gm40841
Gm4117
Gm41414
Gm41604
Gm41609
Gm41611
Gm41846
Gm4211
Gm4221
Gm42303
Gm42432
Gm42480
Gm42520
Gm42528
Gm4258
Gm42583
Gm42597
Gm42598
Gm42639
Gm42640
Gm42675
Gm42692
Gm42722
Gm42756
Gm42766
Gm42767
Gm42768
Gm42769
Gm42770
Gm42771
Gm42772
Gm42798
Gm42801
Gm42853
Gm42888
Gm42892
Gm42899
Gm42919
Gm42923
Gm42981
Gm42992
Gm43046
Gm43048
Gm43066
Gm43122
Gm43123
Gm43154
Gm43175
Gm43185
Gm43210
Gm43229
Gm43230
Gm43305
Gm43316
Gm43317
Gm43318
Gm43319
Gm43320
Gm43321
Gm43338
Gm43341
Gm43360
Gm43371
Gm43373
Gm43426
Gm43445
Gm43490
Gm43508
Gm43519
Gm43527
Gm43647
Gm43648
Gm43670
Gm43672
Gm43719
Gm43829
Gm43831
Gm43879
Gm43886
Gm43889
Gm43948
Gm43958
Gm44148
Gm44228
Gm44230
Gm44242
Gm44250
Gm44284
Gm44417
Gm44593
Gm44618
Gm44691
Gm44694
Gm44724
Gm44812
Gm44883
Gm44894
Gm44895
Gm45083
Gm45153
Gm45159
Gm45163
Gm45194
Gm45321
Gm45341
Gm45352
Gm45441
Gm45670
Gm45697
Gm45708
Gm45866
Gm45904
Gm46103
Gm46123
Gm46440
Gm4660
Gm46603
Gm4681
Gm47033
Gm47088
Gm47405
Gm47411
Gm47445
Gm47664
Gm47710
Gm47720
Gm4779
Gm47801
Gm47860
Gm48015
Gm48092
Gm48146
Gm48206
Gm48259
Gm48261
Gm48262
Gm48485
Gm48536
Gm48585
Gm48700
Gm48713
Gm48715
Gm4876
Gm49016
Gm49169
Gm49265
Gm49266
Gm49526
Gm49677
Gm49698
Gm49708
Gm49839
Gm49932
Gm49980
Gm50115
Gm50218
Gm50403
Gm50423
Gm5087
Gm5089
Gm53012
Gm54109
Gm5468
Gm55122
Gm5532
Gm56557
Gm56602
Gm56610
Gm56620
Gm56622
Gm56750
Gm56769
Gm56790
Gm56815
Gm56822
Gm56830
Gm56843
Gm56862
Gm56879
Gm56906
Gm56925
Gm56971
Gm56981
Gm56999
Gm57012
Gm57027
Gm57038
Gm57061
Gm57064
Gm57076
Gm57110
Gm57200
Gm57212
Gm57224
Gm57257
Gm57325
Gm57373
Gm57389
Gm57477
Gm6145
Gm6211
Gm6961
Gm7854
Gm7967
Gm8113
Gm8251
Gm867
Gm8773
Gm973
Gm9767
Gm9895
Gm9911
Gm9934
Gm9947
Gm9962
Gm9989
Gmnc
Gmnn
Gna14
Gna15
Gnai1
Gnal
Gnas
Gnasas1
Gnb3
Gnb4
Gng11
Gng12
Gng5
Gng7
Gng8
Gngt2
Gnrh1
Golim4
Golm1
Got1l1
Gpc3
Gpc4
Gpc5
Gpc6
Gpd1
Gper1
Gpm6b
Gpr101
Gpr139
Gpr149
Gpr150
Gpr156
Gpr165
Gpr17
Gpr176
Gpr179
Gpr22
Gpr3
Gpr34
Gpr37
Gpr37l1
Gpr39
Gpr50
Gpr6
Gpr83
Gpr88
Gprc5b
Gprin3
Gpsm3
Gpx3
Gpx8
Gramd1c
Gramd3
Grap
Grb14
Greb1
Greb1l
Grem1
Grem2
Grhl3
Gria1
Gria2
Gria3
Gria4
Grid1
Grid2
Grik1
Grik4
Grin2a
Grin2b
Grin2c
Grin3a
Grip1
Grk4
Grk5
Grm1
Grm2
Grm3
Grm4
Grm5
Grm7
Grm8
Grp
Grpr
Gsap
Gsc
Gsdme
Gsg1l
Gsn
Gsta4
Gstm1
Gstm2
Gstm6
Gstm7
Gstt2
Gsx1
Gtf2a1l
Gucy1a1
Gucy2c
Gucy2f
Gulp1
Gvin-ps7
Gxylt2
Gzmk
H1f2
H2-Ab1
H2-DMb1
H2-DMb2
H2-M3
H2-Q10
H2-Q2
H2ac6
H2bc4
H2bc6
H4c14
H4c16
Hapln1
Hapln2
Hapln4
Has2
Has2os
Havcr2
Hck
Hcn1
Hcrt
Hcrtr1
Hcrtr2
Hdac9
Hdc
Heg1
Hepacam
Hepacam2
Herc6
Hes5
Hexb
Hey2
Hgf
Hhatl
Hhip
Higd1b
Hip1
Hk2
Hlf
Hmcn1
Hmcn2
Hmgb2
Hmgcs2
Hmgn5
Hmmr
Hmx2
Hmx3
Hnf4g
Hoatz
Hoga1
Homer2
Hopx
Hpgd
Hpgds
Hpse2
Hr
Hrh1
Hrh2
Hrh3
Hrk
Hs3st1
Hs3st2
